【2024谍战剧】反戈 | 胡歌、靳东深入虎穴近身搏杀日军“百人斩”恶将（胡歌 / 靳东）,#genre#
【谍战剧】特派卧底 08 | 黄志忠隐蔽身份与国民党特务头目“竹”斗智斗勇（黄志忠 / 倪大红 / 李舜 / 颜丹晨）,https://www.youtube.com/watch?v=ElqHrU1foR8
【谍战剧】特派卧底 09 | 黄志忠隐蔽身份与国民党特务头目“竹”斗智斗勇（黄志忠 / 倪大红 / 李舜 / 颜丹晨）,https://www.youtube.com/watch?v=XArgPH7Wtiw
【谍战剧】特派卧底 10 | 黄志忠隐蔽身份与国民党特务头目“竹”斗智斗勇（黄志忠 / 倪大红 / 李舜 / 颜丹晨）,https://www.youtube.com/watch?v=cVftSXJ7jFA
【谍战剧】特派卧底 11 | 黄志忠隐蔽身份与国民党特务头目“竹”斗智斗勇（黄志忠 / 倪大红 / 李舜 / 颜丹晨）,https://www.youtube.com/watch?v=iJizowHREPY
【谍战剧】特派卧底 12 | 黄志忠隐蔽身份与国民党特务头目“竹”斗智斗勇（黄志忠 / 倪大红 / 李舜 / 颜丹晨）,https://www.youtube.com/watch?v=3WbGhMEh6Ig
【谍战剧】特派卧底 13 | 黄志忠隐蔽身份与国民党特务头目“竹”斗智斗勇（黄志忠 / 倪大红 / 李舜 / 颜丹晨）,https://www.youtube.com/watch?v=LT0vnADrbXk
【谍战剧】特派卧底 14 | 黄志忠隐蔽身份与国民党特务头目“竹”斗智斗勇（黄志忠 / 倪大红 / 李舜 / 颜丹晨）,https://www.youtube.com/watch?v=xg8MqagXVlM
【谍战剧】特派卧底 15 | 黄志忠隐蔽身份与国民党特务头目“竹”斗智斗勇（黄志忠 / 倪大红 / 李舜 / 颜丹晨）,https://www.youtube.com/watch?v=fc4VSq7DVjg
【谍战剧】特派卧底 16 | 黄志忠隐蔽身份与国民党特务头目“竹”斗智斗勇（黄志忠 / 倪大红 / 李舜 / 颜丹晨）,https://www.youtube.com/watch?v=w_3H4UNwHVI
【谍战剧】特派卧底 17 | 黄志忠隐蔽身份与国民党特务头目“竹”斗智斗勇（黄志忠 / 倪大红 / 李舜 / 颜丹晨）,https://www.youtube.com/watch?v=u7iJquMRuyE
【谍战剧】特派卧底 18 | 黄志忠隐蔽身份与国民党特务头目“竹”斗智斗勇（黄志忠 / 倪大红 / 李舜 / 颜丹晨）,https://www.youtube.com/watch?v=Ibc3T5ePo-U
【谍战剧】特派卧底 19 | 黄志忠隐蔽身份与国民党特务头目“竹”斗智斗勇（黄志忠 / 倪大红 / 李舜 / 颜丹晨）,https://www.youtube.com/watch?v=V8Y6eciBCKs
【谍战剧】特派卧底 20 | 黄志忠隐蔽身份与国民党特务头目“竹”斗智斗勇（黄志忠 / 倪大红 / 李舜 / 颜丹晨）,https://www.youtube.com/watch?v=xu_MD4m9Hx0
【谍战剧】特派卧底 21 | 黄志忠隐蔽身份与国民党特务头目“竹”斗智斗勇（黄志忠 / 倪大红 / 李舜 / 颜丹晨）,https://www.youtube.com/watch?v=NFK_-PHkGBE
【谍战剧】特派卧底 22 | 黄志忠隐蔽身份与国民党特务头目“竹”斗智斗勇（黄志忠 / 倪大红 / 李舜 / 颜丹晨）,https://www.youtube.com/watch?v=VNzYJWgkH-0
【谍战剧】特派卧底 23 大结局 | 黄志忠隐蔽身份与国民党特务头目“竹”斗智斗勇（黄志忠 / 倪大红 / 李舜 / 颜丹晨）,https://www.youtube.com/watch?v=TOjhLMlg-i8
【2023谍战剧】夜鬼 [FULL]| 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,#genre#
【谍战剧】夜鬼 01 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=oT2hEJV_-r4
【谍战剧】夜鬼 02 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=vGXl4GnjWrc
【谍战剧】夜鬼 03 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=Ex1gnZGrZrw
【谍战剧】夜鬼 04 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=-PE3q5rlu8s
【谍战剧】夜鬼 05 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=hWYvPd7T3nY
【谍战剧】夜鬼 06 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=izRyC2IK8hk
【谍战剧】夜鬼 07 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=_boN6L1CuLk
【谍战剧】夜鬼 08 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=DmIKDdgNt08
【谍战剧】夜鬼 09 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=qo_6_YYwOkI
【谍战剧】夜鬼 10 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=4boGTaUqyfk
【谍战剧】夜鬼 11 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=85nhskzKUjU
【谍战剧】夜鬼 12 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=bbUBS5F5Z-Q
【谍战剧】夜鬼 13 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=pxL9-xgd9lI
【谍战剧】夜鬼 14 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=S8YyHGxLwFg
【谍战剧】夜鬼 15 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=duJg7B6Fsw4
【谍战剧】夜鬼 16 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=1aq3O9U7TDo
【谍战剧】夜鬼 17 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=iI14IpqwZJM
【谍战剧】夜鬼 18 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=kc15D1Ieiig
【谍战剧】夜鬼 19 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=tur5xCFf3HY
【谍战剧】夜鬼 20 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=j22rExYIBjk
【谍战剧】夜鬼 21 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=1MjQJ6v0640
【谍战剧】夜鬼 22 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=hde98VziJpY
【谍战剧】夜鬼 23 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=ycD1r-xLZ_E
【谍战剧】夜鬼 24 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=jMPMF4AWUEc
【谍战剧】夜鬼 25 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=ZX71aJdVXoI
【谍战剧】夜鬼 26 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=ftzXBXboymo
【谍战剧】夜鬼 27 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=WQcKpTz8XII
【谍战剧】夜鬼 28 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=bHtFAjsDKog
【谍战剧】夜鬼 29 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=8SVzeY1si-w
【谍战剧】夜鬼 30 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=x2COUdKsRjw
【谍战剧】夜鬼 31 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=rXOmN27RncU
【谍战剧】夜鬼 32 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=qUnxjGL7ZHs
【谍战剧】夜鬼 33 大结局 | 许亚军、王丽坤潜伏敌营抓日谍老鬼（许亚军 / 王雅捷 / 侯勇 / 唐静）,https://www.youtube.com/watch?v=vSy98Kgrw1A
【谍战剧】秘杀任务 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,#genre#
【谍战剧】秘杀任务 01 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=vLYoks4wnbg
【谍战剧】秘杀任务 02 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=eJ2s6UaUsts
【谍战剧】秘杀任务 03 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=X4ca2cMiecA
【谍战剧】秘杀任务 04 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=__IlRa8CkGc
【谍战剧】秘杀任务 05 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=E4mOJQ-jULo
【谍战剧】秘杀任务 06 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=HTwZCBFcrDU
【谍战剧】秘杀任务 07 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=mZ1oV_AWCzE
【谍战剧】秘杀任务 08 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=46cLtVKD4aQ
【谍战剧】秘杀任务 09 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=2VfPNaAVLqU
【谍战剧】秘杀任务 10 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=JEWs1Y49PGA
【谍战剧】秘杀任务 11 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=kdQzKS8Zj74
【谍战剧】秘杀任务 12 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=9ITqUHGmrbU
【谍战剧】秘杀任务 13 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=JL8i1K3XNEo
【谍战剧】秘杀任务 14 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=ewjtTNT5o_o
【谍战剧】秘杀任务 15 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=tCgOue0KGGg
【谍战剧】秘杀任务 16 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=1lpw8i1r2Qc
【谍战剧】秘杀任务 17 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=EAcKvQeZBQ0
【谍战剧】秘杀任务 18 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=R27dEpFDjIg
【谍战剧】秘杀任务 19 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=MShJh00T6fg
【谍战剧】秘杀任务 20 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=xYRU6BS3ASI
【谍战剧】秘杀任务 21 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=Yzbk1XvO7_Y
【谍战剧】秘杀任务 22 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=HEkrl-kuvXU
【谍战剧】秘杀任务 23 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=ePcAkiU6mjk
【谍战剧】秘杀任务 24 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=88us3eHI1EA
【谍战剧】秘杀任务 25 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=Oeb3GcOeeQs
【谍战剧】秘杀任务 26 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=xEePrPYH6rM
【谍战剧】秘杀任务 27 大结局 | 灭门惨案竟是日谍阴谋，复仇特工隐忍十五年秘杀仇敌（乔振宇 / 李曼 / 吕良伟 / 郑晓宁）,https://www.youtube.com/watch?v=8d8eOhlP1Kk
【谍战剧】谍战狂兵 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,#genre#
【谍战剧】谍战狂兵 01 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=oe3XHLEFnZA
【谍战剧】谍战狂兵 02 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=PABWX7idP2Y
【谍战剧】谍战狂兵 03 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=m_cn5kv7XQc
【谍战剧】谍战狂兵 05 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=skJYmC9Q6ak
【谍战剧】谍战狂兵 06 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=8XXGUDSVikA
【谍战剧】谍战狂兵 07 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=LrympWbPZ58
【谍战剧】谍战狂兵 08 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=n7RnZOyfEgo
【谍战剧】谍战狂兵 09 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=XbE0LFl6Iz0
【谍战剧】谍战狂兵 10 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=LZei634Eys8
【谍战剧】谍战狂兵 11 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=TI7mDTZu9rs
【谍战剧】谍战狂兵 12 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=R_xjAEIKGm0
【谍战剧】谍战狂兵 13 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=0btd5A_m_8c
【谍战剧】谍战狂兵 14 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=7a1OY8PvBKg
【谍战剧】谍战狂兵 15 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=FTinDGEoN3I
【谍战剧】谍战狂兵 16 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=PWp7a9aaM6I
【谍战剧】谍战狂兵 17 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=E_wcXFvU5p4
【谍战剧】谍战狂兵 18 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=Tz-tC47cZTc
【谍战剧】谍战狂兵 19 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=LEGfuj3Au_k
【谍战剧】谍战狂兵 20 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=lf4Qofrb1tk
【谍战剧】谍战狂兵 21 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=3FGEiJmIvmA
【谍战剧】谍战狂兵 22 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=s3NtH_op0r8
【谍战剧】谍战狂兵 23 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=3IDpUP6NeP4
【谍战剧】谍战狂兵 24 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=7Iecq0McP2A
【谍战剧】谍战狂兵 25 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=ZFkdKn-PVNw
【谍战剧】谍战狂兵 26 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=gJttIrGmmWs
【谍战剧】谍战狂兵 27 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=UAUCd955Rh0
【谍战剧】谍战狂兵 28 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=MEmUmMnn9MM
【谍战剧】谍战狂兵 29 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=s4RjcC-s0DU
【谍战剧】谍战狂兵 30 | 于震霸气演绎神枪手，神出鬼没打击日本兵（于震 / 申军谊）,https://www.youtube.com/watch?v=B2_9GXgJNqU
